Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2358000,2399722,2450322,2504530,2554066,2594000,2624995,2645674,2662064,2684150,2718000,2762190,2817256,2878786,2939299,2994000,3043854,3088690,3129421,3168088,3206000,3242552,3277453,3311138,3344190,3377000,3409554,3441850,3473898,3505650,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473166,3406495,3325001,3195153
